,SAP_ProductID,LongDescr,Manufacturer,,,,,,,
WIT,,,Manufacturer,,,,,,,
7X1005270CL0010,7X1005-270.CL0010N,Clear Silicone ,ASHS - Silco,TIBERSTONE,LINEN,,,,,
7X1006OG0012,7X1006-OG0012N,Silicone Mrbl  Opaque Grey,ASHS - Silco,WHITE REEF,WHITE,,,,,
ADHESIVE,,,,BITUSA MARBLE,LINEN,,,,,
7A0001260CL0020,7A0001-260.CL0020N,Sausage Adhesive,ASHS - Silco,GREY GARDEN,OPAQUE GREY,,,,,
CORNER REINFORCEMENTS,,,,THUNDER OAK,TRANS GREY,,,,,
7N0100-0296I,7N0100-0296I,Corner Reinforcements,?,SERENDAE,LINEN,,,,,
TRIM KITS/ROUGH IN/HANDSHOWERS,,,,CAMDEN,TRANS WHITE,,,,,
TRIM KITS ,,,,PISA MARBLE,TRANS WHITE,,,,,
TU075508.002,TU075508.002,COLONY PRO- CHROME,American Standard,COLLOSIUM,TRANS GREY,,,,,
TU075508.295,TU075508.295,COLONY PRO- BN,American Standard,EMPIRE STONE,TRANS WHITE,,,,,
TU105508.002,TU105508.002,Studio Tub CH,American Standard,MINING HOUSE,TRANS GREY,,,,,
TU105508.243,TU105508.243,Studio Tub MB,American Standard,,,,,,,
TU105508.295,TU105508.295,Studio Tub BN,American Standard,,,,,,,
TU353508.002,TU353508.002,Townsend Tub CH,12-5-2024 Current Faucet Kits for Townsend/ Edgemere ,,,,,,,
TU353508.295,TU353508.295,Townsend Tub BN,Edgemere in Chrome                                   TU018508.002,,,,,TOWNSEND SUB,,
TU353508.278,TU353508.278,Townsend Tub LB,Edgemere in Legacy Bronze                        TU018508.278,,,,,,,
TU353508.243,TU353508.278,TOWNSEND TUB MB,Townsend in Matte Black                              TU353508.243,,,,,,,
TU018508.002,TU018508.002,EDGEMERE TRIM KIT- CHROME,Townsend in Brushed Nickel                         TU353508.295,,,,,,,
TU018508.295,TU018508.295,EDGEMERE TRIM KIT-BN,,,,,,,,
TU018508.243,TU018508.243,Edgemere Tub/ Shower - MB ,,,,,,TU018508.002,TU018508.002,EDGEMERE TRIM KIT- CHROME
TU018508.278,TU018508.278,EDGEMERE TUB/SHOWER- LB,,,,,,TU018508.295,TU018508.295,EDGEMERE TRIM KIT-BN
,,,,,,,,TU018508.243,TU018508.243,EDGEMERE TRIM KIT- MB
TU617508.002,TU617508.002,GLENMERE TUB/SHOWER CHROME,,,,,,TU018508.278,TU018508.278,EDGEMERE TRIM KIT-LB
TU617508.243,TU617508.243,GLENMERE TUB/SHOWER MATTE BLACK,,,,,,,,
TU617508.278,TU617508.278,GLENMERE TUB/SHOWER LEGACY BRONZE,Not in Stock,,,,,,,
TU617508.295,TU617508.295,GLENMERE TUB/SHOWER BRUSHED NICKEL,,,,,,,,
ROUGH IN,,,,,,,,,,
RU101,RU101,750SH VALVE ROUGH W UNIVERSAL,** Do Not Use **  Use the RU101SS ,,,,,,,
RU101SS,RU101SS,FLASH VALVE ROUGH W UNIVERSAL W SS,All BRL Jobs are to have the RU101SS ,,,,,,,
RU107SS,RU107SS,Flash Valve Rough - Pex Option,** Do Not Use **  Use the RU101SS ,,,,,,,
RU108SS,RU108SS,FLASH VALVE-COLD EXPANSIO,** Do Not Use **  Use the RU101SS ,,,,,,,
HAND SHOWERS,,,,,,,,,,
9038254.002,9038254.002,Spectra Duo CH,American Standard,,,,,,,
9038254.243,9038254.243,Spectra Duo MB,American Standard,,,,,,,
9038254.278,9038254.278,Spectra Duo LB,Not in Stock ,,,,,,,
9038254.295,9038254.295,Spectra Duo BN,American Standard,,,,,,,
1029070000,1029070000,Spectra Versa CH,American Standard,,,,,,,
1029072430,1029072430,Spectra Versa MB,American Standard,,,,,,,
1029072780,1029072780,Spectra Versa LB,American Standard,,,,,,,
1029072950,1029072950,Spectra Versa BN,American Standard,,,,,,,
REPAIR KITS,,,,,,,,,,
7Y4000250WH0015,7Y4000-250.WH0015N,Enamel Repair Kit .011 White ,,,,,,,,
7Y4001250LN0015,7Y4001-250.LN0015N,Enamel Repair Kit .222 Linen,,,,,,,,
0709000110A,070900-0110A,ENAMEL STEEL TOUCH-UP PAINT     ,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Custom Barn Style Shower Door: Basco ,,,,,,,,
ROLH-935-66X76XPPM,7G3100-299.CH6676N,"Rolaire Custom 62"" - 66"" CH",mto,,,,,,,
ROLH-935-66X72XPBS,7G3101-299.BN6676N,"Rolaire Custom 62"" - 66"" BN",mto,,,,,,,
ROLH-935-66X76XPWI,7G3102-299.MB6676N,"Rolaire Custom 62"" - 66"" MB",mto,,,,,,,
ROLH-935-72X76XPWI,7G3103-299.CH7276N,"Rolaire Custom 68"" - 72"" CH",mto,,,,,,,
ROLH-935-72X76XPBS,7G3104-299.BN7276N,"Rolaire Custom 68"" - 72"" BN",mto,,,,,,,
ROLH-935-72X76XPPM,7G3105-299.MB7276N,"Rolaire Custom 68"" - 72"" MB",mto,,,,,,,
RTLA-905-56X76XPSV,7G2600-290.CH5476N,"54"" Rotolo 52"" - 56"" CH",mts,4,,,,,,
RTLA-905-56X76XPBN,7G2601-290.BN5476N,"54"" Rotolo 52"" - 56"" BN",mts,4,,,,,,
RTLA-905-56X76XPWI,7G2602-290.MB5476N,"54"" Rotolo 52"" - 56"" MB",mts,4,,,,,,
RTLA-905-56X76XPOR,7G2603-290.LB5476N,"54"" Rotolo 52"" - 56"" LB",mts,2,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,MTO=  Made  To Order ,,,,,,,,
,,Rolaire Barn Door= Single Bypass Panel with 1 stationary panel ,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
35117000,29423000,SB VALVE AND TRIM- IN CURRENT USE,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,7T3300-241.WH0854N,LEDGE CAP- WHITE ,,,,,,,,
,,,,,,,,,,
ONYX,7M1002-249.NA9999N,LEDGE CAP,,,,,,,,
,,,,,,,,,,
ONYX,7T2300-241.WH0660N,BRL BACKSHELF- ACT- 60 X 8 X 5/8,FG,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SUB_ProductID,OLD_ProductID,OLD_LongDescr,SUB_LongDescr,,,,,,,
TU353508.243,TU018508.243,TOWNSEND TUB MB,EDGEMERE TUB-MB ,,,,,,,
TU353508.295,TU018508.295,Townsend Tub BN,EDGEMERE TUB-BN,,,,,,,
TU018508.278,TU353508.278,Townsend Tub LB,EDGEMERE TUB-LB,,,,,,,
,,,,,,,,,,
USE HIGHLIGHTED DATED 12-5,,,,,,,,,,
,,,,,,,,,,
, ,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TRIMMABLE BASE,,Trimslate Bases require an additional 6 tubes of adhesive,,,,,,,,
SKU,Description,Drain Cover Type,Drain Cover Dimensions,Drain Location,Min Length,Max Length,Min Width,Max Width,Requires Additional SKU,Requires Additional SKU
7B5102-240.WH6032C,60x32 CENTER DRAIN TRIMMABLE WHITE,Stainless Steel Trench Drain,"4.25"" W x 25.5"" L",Center,"52""","60""","28""","34""",7B5201-240.WH0460N,7D1201-250.WH3005C
7B5100-240.WH6032L,60X32 END DRAIN TRIMMABLE WHITE,SMC Drain Cover,"4.625"" W x 7.75"" L",End,"52""","60""","28""","34""",7B5201-240.WH0460N,
7B5121-240.WH6736C,67X36 CENTER DRAIN TRIMMABLE WHITE,Stainless Steel Trench Drain,"4.25"" W x 25.5"" L",Center,"55""","67""","30""","38""",7B5204-240.WH0480N,7D1201-250.WH3005C
7B5124-240.WH6736N,67X36 END DRAIN TRIMMABLE WHITE,SMC Drain Cover,"4.625"" W x 7.75"" L",End,"55""","67""","30""","38""",7B5204-240.WH0480N,
7B5127-240.WH7236C,72X36 CENTER DRAIN TRIMMABLE WHITE,Stainless Steel Trench Drain,"4.25"" W x 25.5"" L",Center,"60""","72""","32""","38""",7B5204-240.WH0480N,7D1201-250.WH3005C
7B5130-240.WH7236N,72X36 END DRAIN TRIMMABLE WHITE,SMC Drain Cover,"4.625"" W x 7.75"" L",End,"60""","72""","32""","38""",7B5204-240.WH0480N,
7B5133-240.WH7940C,79X40 CENTER DRAIN TRIMMABLE WHITE,SMC Drain Cover,"4.625"" W x 7.75"" L",Center,"60""","80""","32""","43""",7B5204-240.WH0480N, 
7B5201-240.WH0460N,"60"" Threshold",,,,,,,,, 
7B5204-240.WH0480N,"80"" Threshold",,,,,,,,,
7B5136-240.WH5140C,51X40 CENTER DRAIN TRIMMABLE WHITE,7B5136-240.WH5140C,"4.625"" W x 7.75"" L ",Center ,"45""","52""","36""","43"" ",7B5201-240.WH0460N,
7B5138-240.WH6040C,60X40 CENTER DRAIN TRIMMABLE WHITE,7B5138-240.WH6040C,"4.625"" W x 7.75"" L",Center ,"52""","61""","36""","43""",7B5201-240.WH0460N,
7B5141-240.WH4836C,48X35-1/2 CNTR DRAIN TRIMMABLE WHITE,7B5141-240.WH4836C,"4.25"" W x 25.5"" L",Center ,"36""","49""","30""","38""",7B5201-240.WH0460N,
7B5143-240.WH6048C,60X48 CENTER DRAIN TRIMMABLE WHITE,7B5143-240.WH6048C,"4.25"" W x 25.5"" L",Center ,"54""","61""","44""","51""",7B5201-240.WH0460N,
7B5145-240.WH7248C,72X48 CENTER DRAIN TRIMMABLE WHITE,7B5145-240.WH7248C,"4.25"" W x 25.5"" L",Center ,"60""","73""","44""","51""",7B5204-240.WH0480N,
,,,,,,,,,,
,P41-0205 HW VALVE,,,,,,,,,
,P41-0204 CW VALVE,,,,,,,,,
,P41-0201 DIV VALVE ASSY,,,,,,,,,
,P41-0328 TUB FILLER,,,,,,,,,
,P41-0322 HAND SHWR HOSE ASSY,,,,,,,,,
,P41-0320 HAND SHOWER,,,,,,,,,
,P41-0338 HAND SHWR DECK MOUNT ASSY,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,"Trimslate 60"" x 31 1/2"" LH",7B5100-240.WH6032L,,,,,,,,
,"60"" THRESHOLD  WHITE",7B5201-240.WH0460N,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Additional Trimslate Sizes at Trumbull:,,,,,,,,,
,51 x 40 Center Drain,,,,,,,,,
,60 x 40 Center Drain,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,7018201.002,"EDGEMERE 4"" CENTRSET CHROME",,,,,,,,
,7018201.295,"EDGEMERE 4"" CENTRSET BN",,,,,,,,
,7018201.243,"EDGEMERE 4"" CENTRSET MB",,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7353024.002,"Townsend 24"" Towel Bar",CH,American Standard,,,,,,,
7353024.295,"Townsend 24"" Towel Bar",BN,American Standard,,,,,,,
7353024.243,"Townsend 24"" Towel Bar",MB,American Standard,,,,,,,
7353190.002,Townsend Towel Ring,CH,American Standard,,,,,,,
7353190.295,Townsend Towel Ring,BN,American Standard,,,,,,,
7353190.243,Townsend Towel Ring,MB,American Standard,,,,,,,
7353210.002,Townsend Robe Hook,CH,American Standard,,,,,,,
7353210.295,Townsend Robe Hook,BN,American Standard,,,,,,,
7353210.243,Townsend Robe Hook,MB,American Standard,,,,,,,
7353230.002,Townsend Toilet Paper Holder,CH,American Standard,,,,,,,
7353230.295,Townsend Toilet Paper Holder,BN,American Standard,,,,,,,
7353230.243,Townsend Toilet Paper Holder,MB,American Standard,,,,,,,
7353801.002,Townsend Widespread Faucet,CH,American Standard,,,,,,,
7353801.295,Townsend Widespread Faucet,BN,American Standard,,,,,,,
7353801.243,Townsend Widespread Faucet,MB,American Standard,,,,,,,
7353101.002,Townsend Monoblock Faucet,CH,American Standard,,,,,,,
7353101.295,Townsend Monoblock Faucet,BN,American Standard,,,,,,,
7353101.243,Townsend Monoblock Faucet,MB,American Standard,,,,,,,
,,,,,,,,,,
,,MaxCost,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7617024.002,"Glenmere 24"" Towel Bar",CH,American Standard,,,,,,,
7617024.295,"Glenmere 24"" Towel Bar",BN,American Standard,,,,,,,
7617024.243,"Glenmere 24"" Towel Bar",MB,American Standard,,,,,,,
7617190.002,Glenmere Towel Ring,CH,American Standard,,,,,,,
7617190.295,Glenmere Towel Ring,BN,American Standard,,,,,,,
7617190.243,Glenmere Towel Ring,MB,American Standard,,,,,,,
7617210.002,Glenmere Robe Hook,CH,American Standard,,,,,,,
7617210.295,Glenmere Robe Hook,BN,American Standard,,,,,,,
7617210.243,Glenmere Robe Hook,MB,American Standard,,,,,,,
7617230.002,Glenmere Toilet Paper Holder,CH,American Standard,,,,,,,
7617230.295,Glenmere Toilet Paper Holder,BN,American Standard,,,,,,,
7617230.243,Glenmere Toilet Paper Holder,MB,American Standard,,,,,,,
7617807.002,Glenmere Wide Spread Faucet,CH,American Standard,,,,,,,
7617807.295,Glenmere Wide Spread Faucet,BN,American Standard,,,,,,,
7617807.243,Glenmere Wide Spread Faucet,MB,American Standard,,,,,,,
7617107.002,Glenmere Monoblock Faucet,CH,American Standard,,,,,,,
7617107.295,Glenmere Monoblock Faucet,BN,American Standard,,,,,,,
7617107.243,Glenmere Monoblock Faucet,MB,American Standard,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Max Cost,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7105024.002,"Studio 24"" Towel Bar",CH,American Standard,,,,,,,
7105024.295,"Studio 24"" Towel Bar",BN,American Standard,,,,,,,
7105024.243,"Studio 24"" Towel Bar",MB,American Standard,,,,,,,
7105190.002,Studio Towel Ring,CH,American Standard,,,,,,,
7105190.295,Studio Towel Ring,BN,American Standard,,,,,,,
7105190.243,Studio Towel Ring,MB,American Standard,,,,,,,
7105210.002,Studio Robe Hook,CH,American Standard,,,,,,,
7105210.295,Studio Robe Hook,BN,American Standard,,,,,,,
7105210.243,Studio Robe Hook,MB,American Standard,,,,,,,
7105230.002,Studio Toilet Paper Holder,CH,American Standard,,,,,,,
7105230.295,Studio Toilet Paper Holder,BN,American Standard,,,,,,,
7105230.243,Studio Toilet Paper Holder,MB,American Standard,,,,,,,
7105801.002,Studio Widespread Faucet,CH,American Standard,,,,,,,
7105801.295,Studio Widespread Faucet,BN,American Standard,,,,,,,
7105801.243,Studio Widespread Faucet,MB,American Standard,,,,,,,
7105121.002,Studio Monoblock Faucet,CH,American Standard,,,,,,,
7105121.295,Studio Monoblock Faucet,BN,American Standard,,,,,,,
7105121.243,Studio Monoblock Faucet,MB,American Standard,,,,,,,
,,,,,,,,,,
,Safety Package ,Part # ,Description ,,,,,,,
,,,L- Bars Chrome,,,,,,,
FG ,7R4004-250.CH0036,7R4004-250.CH0036,"L-SHAPED GRAB BAR 36"" CH",,,,,,,
FG ,7R4005-250.CH0048,7R4005-250.CH0048,"L-SHAPED GRAB BAR 48"" CH",,,,,,,
,,,,,,,,,,
,,,L- Bars Stainless Steel ,,,,,,,
FG ,7R4007-250.BN0036,7R4007-250.BN0036,"L-SHAPED GRAB BAR 36"" SS",,,,,,,
FG ,7R4008-250.BN0048,7R4008-250.BN0048,"L-SHAPED GRAB BAR 48"" SS",,,,,,,
,,,,,,,,,,
,,,L- Bars Matte Black ,,,,,,,
FG ,7R4010-250.MB0036,7R4010-250.MB0036,"L-SHAPED GRAB BAR 36"" MB",,,,,,,
FG ,7R4011-250.MB0048,7R4011-250.MB0048,"L-SHAPED GRAB BAR 48"" MB",,,,,,,
,,,,,,,,,,
,,,Padded Seats,,,,,,,
FG ,7S1300-250.WH1611,7S1300-250.WH1611,SEAT PAD SLIMLINE WH,,,,,,,
FG ,7S1301-250.BL1611,7S1301-250.BL1611,SEAT PAD SLIMLINE BL,,,,,,,
,,,,,,,,,,
,,,Slide Bar ,,,,,,,
FG ,1660774.002,1660774.002,SPECTRA SLIDE BAR KIT(1.8),,,,,,,
FG ,1660774.243,1660774.243,SPECTRA SLIDE BAR KIT(1.8),,,,,,,
FG ,1660774.295,1660774.295,SPECTRA SLIDE BAR KIT(1.8),,,,,,,
,,,,,,,,,,
,,,Rough- In ,,,,,,,
FG ,RU531,RU531,FLASH 2H W DIVERTER (3-WAY DISCRETE),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Faucet Trim Kit - Townsend ,,,,,,,
FG ,TU353740.002,TU353740.002,TOWNSEND 2H PBV W DIVERTER TRIM,Chrome,,,,,,
FG ,1660509.002,1660509.002,TOWNSEND WATER SAVING SHOWERHEAD - 1.75G,,,,,,,
FG ,1660245.002,1660245.002,TOWNSEND SHOWER ARM AND FLANGE,,,,,,,
,,,,,,,,,,
FG ,TU353740.295,TU353740.295,TOWNSEND 2H PBV W DIVERTER TRIM,Brushed Nickel ,,,,,,
FG ,1660509.295,1660509.295,TOWNSEND WATER SAVING SHOWERHEAD - 1.75G,,,,,,,
FG ,1660245.295,1660245.295,TOWNSEND SHOWER ARM AND FLANGE,,,,,,,
,,,,,,,,,,
FG ,TU353740.243,TU353740.243,TOWNSEND 2H PBV W DIVERTER TRIM,Matte Black ,,,,,,
FG ,1660509.243,1660509.243,TOWNSEND WATER SAVING SHOWERHEAD - 1.75G,,,,,,,
FG ,1660245.243,1660245.243,TOWNSEND SHOWER ARM AND FLANGE,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Faucet Trim Kit - Studio ,,,,,,,
FG ,TU105740.002,TU105740.002,STUDIO S 2H PBV W DIVERTER TRIM,Chrome,,,,,,
FG ,9038074.002,9038074.002,"7"" Spectra Showerhead CH",,,,,,,
FG ,1660240.002,1660240.002,"5"" Wall mount Showerhead arm",,,,,,,
,,,,,,,,,,
FG ,TU105740.243,TU105740.243,STUDIO S 2H PBV W DIVERTER TRIM,Matte Black ,,,,,,
FG ,9038074.243,9038074.243,"7"" Spectra Showerhead MB",,,,,,,
FG ,1660240.243,1660240.243,"5"" Wall mount Showerhead arm",,,,,,,
,,,,,,,,,,
FG ,TU105740.295,TU105740.295,STUDIO S 2H PBV W DIVERTER TRIM,Brushed Nickel ,,,,,,
FG ,9038074.295,9038074.295,"7"" Spectra Showerhead BN",,,,,,,
FG ,1660240.295,1660240.295,"5"" Wall mount Showerhead arm",,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,INSERT NEW PART NUMBERS BELOW ,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7B5201-240.WH0460N,"60"" Threshold",,,,,,,,,
7B5141-240.WH4836C,48X35-1/2 CNTR DRAIN TRIMMABLE WHITE,7B5141-240.WH4836C,,,,,,,,
